Start (s),End (s),Scientific name,Common name,Confidence,File
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.9106,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_241_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8560,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_262_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7215,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_289_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6460,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_291_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5659,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_303_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8211,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_313_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8751,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_337_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5395,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_34_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6949,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_354_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8816,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_355_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6063,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_361_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5702,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_361_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6904,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_370_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7525,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_391_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5198,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_406_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6329,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_408_0.wav
0,3.0,None,None,0.7267,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_435_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8776,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_441_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6136,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_498_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5421,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_498_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5774,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_514_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5623,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_514_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8677,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_522_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5625,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_525_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5863,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_555_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5143,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_555_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6901,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_58_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6368,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_58_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8219,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_90_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6922,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_90_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7808,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_93_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5608,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_080000_9_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5716,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_090000_301_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8192,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_090000_585_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8977,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_090000_586_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8356,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_090000_588_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7633,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_118_5.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.7132,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_175_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5089,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_282_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5379,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_298_5.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.8751,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_301_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5583,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_321_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5498,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_421_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5439,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_441_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8772,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_451_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6924,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_480_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5999,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_100000_481_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8560,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_373_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5445,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_381_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.9095,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_382_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6459,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_385_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6066,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_387_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5759,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_522_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5637,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_525_0.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.5299,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_525_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7281,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_546_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6819,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_550_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6862,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_567_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7449,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_568_5.wav
0,3.0,Troglodytes troglodytes,Eurasian Wren,0.6633,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_579_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6076,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_579_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8518,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_583_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.6782,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_586_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6583,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_586_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8857,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_110000_595_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6393,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_370_5.wav
0,3.0,None,None,0.9054,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_390_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6870,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_391_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5997,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_394_5.wav
0,3.0,None,None,0.5246,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_396_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.9200,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_468_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6584,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_478_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5700,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_499_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5588,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_523_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7264,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_558_0.wav
0,3.0,Vegetation,Vegetation,0.9366,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_120000_592_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6103,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_114_0.wav
0,3.0,Rain,Rain,0.5262,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_114_0.wav
0,3.0,Rain,Rain,0.8416,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_115_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5913,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_115_5.wav
0,3.0,Rain,Rain,0.6832,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_151_5.wav
0,3.0,Rain,Rain,0.8847,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_168_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6237,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_172_5.wav
0,3.0,Rain,Rain,0.8693,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_219_0.wav
0,3.0,Rain,Rain,0.6836,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_238_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6021,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_238_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5880,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_277_5.wav
0,3.0,Rain,Rain,0.5646,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_277_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7929,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_303_0.wav
0,3.0,Rain,Rain,0.6936,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_303_0.wav
0,3.0,Rain,Rain,0.6415,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_304_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5743,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_304_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5449,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_312_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7449,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_337_5.wav
0,3.0,Rain,Rain,0.6175,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_337_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7145,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_340_5.wav
0,3.0,Rain,Rain,0.5782,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_340_5.wav
0,3.0,Rain,Rain,0.8135,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_348_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5930,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_348_0.wav
0,3.0,Rain,Rain,0.7125,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_363_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6430,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_363_0.wav
0,3.0,Rain,Rain,0.5930,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_429_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5506,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_429_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.7684,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_465_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.8009,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_46_5.wav
0,3.0,Rain,Rain,0.7211,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_46_5.wav
0,3.0,Rain,Rain,0.9240,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_486_0.wav
0,3.0,Rain,Rain,0.7411,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_4_5.wav
0,3.0,Rain,Rain,0.7936,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_58_5.wav
0,3.0,Rain,Rain,0.6572,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_72_0.wav
0,3.0,Rain,Rain,0.6131,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_79_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5497,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_79_5.wav
0,3.0,Rain,Rain,0.8901,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_81_0.wav
0,3.0,Rain,Rain,0.7741,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_130000_91_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8835,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_102_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7752,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_103_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7629,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_111_0.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5482,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_111_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.5444,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_112_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6969,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_129_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7699,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_135_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7194,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_141_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6058,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_295_5.wav
0,3.0,None,None,0.8126,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_297_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7163,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_523_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6455,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_525_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.9043,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_535_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8362,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_585_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.9258,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_589_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6931,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_140000_91_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6212,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_147_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7754,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_165_0.wav
0,3.0,None,None,0.8130,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_210_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8218,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_214_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8882,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_247_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8350,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_274_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8793,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_285_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8090,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_309_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8775,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_316_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7793,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_321_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.9062,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_324_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.9418,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_330_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7738,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_337_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8903,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_354_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8532,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_375_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7992,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_381_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7522,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_382_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7317,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_384_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7920,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_387_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8907,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_388_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6790,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_394_5.wav
0,3.0,Sylvia atricapilla,Eurasian Blackcap,0.5622,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_394_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.8534,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_397_5.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.6754,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_411_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7808,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_414_0.wav
0,3.0,Turdus merula,Eurasian Blackbird,0.6097,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_432_0.wav
0,3.0,Phylloscopus collybita,Common Chiffchaff,0.7368,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_435_0.wav
0,3.0,Turdus merula,Eurasian Blackbird,0.8705,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_436_5.wav
0,3.0,Turdus merula,Eurasian Blackbird,0.9496,E:/Giacomo/Tovanella/PROVA/valid\Phylloscopus collybita_Common Chiffchaff\20190621_170000_438_0.wav
